order	family	subfamily	genus	subgenus	species	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	fowleri		Eleutherodactylus fowleri			Critically Endangered (CR)	DO,HT		2921	https://amphibiaweb.org/species/2921	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	furcyensis		Eleutherodactylus furcyensis			Critically Endangered (CR)	DO,HT		2924	https://amphibiaweb.org/species/2924	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	fuscus						JM		8075	https://amphibiaweb.org/species/8075	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	glamyrus	Ranita	Eleutherodactylus glamyrus			Endangered (EN)	CU		5745	https://amphibiaweb.org/species/5745	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	glandulifer		Eleutherodactylus glandulifer			Critically Endangered (CR)	HT		2931	https://amphibiaweb.org/species/2931	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	glanduliferoides		Eleutherodactylus glanduliferoides			Critically Endangered (CR)	HT		2932	https://amphibiaweb.org/species/2932	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	glaphycompus		Eleutherodactylus glaphycompus			Endangered (EN)	HT		2934	https://amphibiaweb.org/species/2934	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	glaucoreius		Eleutherodactylus glaucoreius			Near Threatened (NT)	JM		2935	https://amphibiaweb.org/species/2935	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	goini		Eleutherodactylus goini			Vulnerable (VU)	CU		5746	https://amphibiaweb.org/species/5746	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	gossei		Eleutherodactylus gossei			Least Concern (LC)	JM		2938	https://amphibiaweb.org/species/2938	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	grabhami		Eleutherodactylus grabhami			Endangered (EN)	JM		2939	https://amphibiaweb.org/species/2939	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	grahami		Eleutherodactylus grahami			Endangered (EN)	HT		2941	https://amphibiaweb.org/species/2941	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	grandis		Eleutherodactylus grandis		Tomodactylus grandis	Critically Endangered (CR)	MX		2943	https://amphibiaweb.org/species/2943	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	greyi		Eleutherodactylus greyi			Endangered (EN)	CU		2946	https://amphibiaweb.org/species/2946	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	griphus		Eleutherodactylus griphus			Critically Endangered (CR)	JM		2947	https://amphibiaweb.org/species/2947	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	grunwaldi						MX		8306	https://amphibiaweb.org/species/8306	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	gryllus	Cricket Coquí	Eleutherodactylus gryllus			Endangered (EN)	PR		2948	https://amphibiaweb.org/species/2948	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	guanahacabibes		Eleutherodactylus guanahacabibes			Endangered (EN)	CU		2950	https://amphibiaweb.org/species/2950	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	guantanamera	Ranita	Eleutherodactylus guantanamera			Vulnerable (VU)	CU		2951	https://amphibiaweb.org/species/2951	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	gundlachi	Gundlach's Robber Frog	Eleutherodactylus gundlachi			Endangered (EN)	CU		2955	https://amphibiaweb.org/species/2955	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	guttilatus	Spotted Chirping Frog	Eleutherodactylus guttilatus		Syrrhophus guttilatus, Syrrhophus petrophilus, Syrrhophus smithi	Least Concern (LC)	US,MX		2956	https://amphibiaweb.org/species/2956	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	haitianus		Eleutherodactylus haitianus			Endangered (EN)	DO		2958	https://amphibiaweb.org/species/2958	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	hedricki	Hedrick's coqui	Eleutherodactylus hedricki			Endangered (EN)	PR		2961	https://amphibiaweb.org/species/2961	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	heminota		Eleutherodactylus heminota			Endangered (EN)	DO,HT		2963	https://amphibiaweb.org/species/2963	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Pelorius	hypostenor		Eleutherodactylus hypostenor			Endangered (EN)	DO,HT		2971	https://amphibiaweb.org/species/2971	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	iberia		Eleutherodactylus iberia			Critically Endangered (CR)	CU		2972	https://amphibiaweb.org/species/2972	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Pelorius	inoptatus		Eleutherodactylus inoptatus		Eleutherodactylus beebei, Leptodactylus inoptatus, Pelorius inoptatus	Least Concern (LC)	DO,HT		2979	https://amphibiaweb.org/species/2979	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	intermedius	Pico Turquino Robber Frog	Eleutherodactylus intermedius			Endangered (EN)	CU		2981	https://amphibiaweb.org/species/2981	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	interorbitalis		Eleutherodactylus interorbitalis		Syrrhophus interorbitalis	Data Deficient (DD)	MX		2982	https://amphibiaweb.org/species/2982	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	ionthus	Ranita	Eleutherodactylus ionthus			Endangered (EN)	CU		2984	https://amphibiaweb.org/species/2984	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	jamaicensis		Eleutherodactylus jamaicensis			Endangered (EN)	JM		2987	https://amphibiaweb.org/species/2987	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	jasperi	Golden Coquí, Coquí Dorado	Eleutherodactylus jasperi			Critically Endangered (CR)	PR		2988	https://amphibiaweb.org/species/2988	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	jaumei		Eleutherodactylus jaumei			Critically Endangered (CR)	CU		5750	https://amphibiaweb.org/species/5750	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	johnstonei	Johnstone's Whistling Frog	Eleutherodactylus johnstonei			Least Concern (LC)	AI,AG,AW,BB,BM,BR,CO,CR,DM,GF,GD,GP,GY,JM,MQ,MS,AN,PA,KN,LC,VC,TT,VE	VE,JM,GY,BM,GF,PA,TT,CO,AW,CR,BR	2990	https://amphibiaweb.org/species/2990	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	juanariveroi		Eleutherodactylus juanariveroi			Critically Endangered (CR)	PR		6953	https://amphibiaweb.org/species/6953	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	jugans		Eleutherodactylus jugans			Critically Endangered (CR)	DO,HT		2993	https://amphibiaweb.org/species/2993	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	junori		Eleutherodactylus junori			Critically Endangered (CR)	JM		2995	https://amphibiaweb.org/species/2995	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	karlschmidti		Eleutherodactylus karlschmidti			Critically Endangered (CR)	PR		2996	https://amphibiaweb.org/species/2996	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	klinikowskii		Eleutherodactylus klinikowskii			Endangered (EN)	CU		2999	https://amphibiaweb.org/species/2999	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	lamprotes		Eleutherodactylus lamprotes			Critically Endangered (CR)	HT		3003	https://amphibiaweb.org/species/3003	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	leberi	Leber's Robber Frog	Eleutherodactylus leberi			Endangered (EN)	CU		3012	https://amphibiaweb.org/species/3012	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	lentus		Eleutherodactylus lentus			Endangered (EN)	VI		3014	https://amphibiaweb.org/species/3014	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	leoncei		Eleutherodactylus leoncei			Critically Endangered (CR)	DO,HT		3015	https://amphibiaweb.org/species/3015	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	leprus		Eleutherodactylus leprus		Syrrhophus leprus	Vulnerable (VU)	BZ,GT,MX		3017	https://amphibiaweb.org/species/3017	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	ligiae						DO		8345	https://amphibiaweb.org/species/8345	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	limbatus	Habana Robber Frog	Eleutherodactylus limbatus		Sminthillus limbatus	Vulnerable (VU)	CU		3021	https://amphibiaweb.org/species/3021	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	limbensis						HT		7126	https://amphibiaweb.org/species/7126	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	locustus		Eleutherodactylus locustus		Eleutherodactylus cramptoni	Critically Endangered (CR)	PR		3026	https://amphibiaweb.org/species/3026	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	longipes	Rana chirriadora de la Huasteca	Eleutherodactylus longipes		Syrrhophus latodactylus, Batrachyla longipes, Hylodes longipes	Vulnerable (VU)	MX		3027	https://amphibiaweb.org/species/3027	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	lucioi		Eleutherodactylus lucioi			Critically Endangered (CR)	HT		3030	https://amphibiaweb.org/species/3030	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	luteolus		Eleutherodactylus luteolus			Endangered (EN)	JM		3033	https://amphibiaweb.org/species/3033	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	maestrensis		Eleutherodactylus maestrensis			Data Deficient (DD)	CU		6594	https://amphibiaweb.org/species/6594	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	mariposa	Ranita	Eleutherodactylus mariposa			Critically Endangered (CR)	CU		3041	https://amphibiaweb.org/species/3041	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	marnockii	Cliff Chirping Frog	Eleutherodactylus marnockii		Syrrhophus marnockii	Least Concern (LC)	US		3043	https://amphibiaweb.org/species/3043	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	martinicensis	Martinique Robber Frog	Eleutherodactylus martinicensis		Hylodes martinicensis	Near Threatened (NT)	AG,DM,GP,MQ,US		3045	https://amphibiaweb.org/species/3045	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	maurus		Eleutherodactylus maurus	Eleutherodactylus fuscus	Tomodactylus fuscus, Syrrhophus fuscus	Data Deficient (DD)	MX		3047	https://amphibiaweb.org/species/3047	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	melacara	Estrada's Robber Frog	Eleutherodactylus melacara			Endangered (EN)	CU		3052	https://amphibiaweb.org/species/3052	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	melatrigonum						DO,HT		7128	https://amphibiaweb.org/species/7128	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	michaelschmidi		Eleutherodactylus michaelschmidi			Endangered (EN)	CU		6932	https://amphibiaweb.org/species/6932	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	minutus		Eleutherodactylus minutus			Endangered (EN)	DO		3062	https://amphibiaweb.org/species/3062	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	modestus		Eleutherodactylus modestus		Syrrhophus modestus	Vulnerable (VU)	MX		3064	https://amphibiaweb.org/species/3064	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	monensis		Eleutherodactylus monensis			Vulnerable (VU)	PR		3068	https://amphibiaweb.org/species/3068	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	montanus		Eleutherodactylus montanus			Endangered (EN)	DO		3070	https://amphibiaweb.org/species/3070	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	neiba						DO		8346	https://amphibiaweb.org/species/8346	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	nitidus		Eleutherodactylus nitidus		Tomodactylus nitidus, Liuperus nitidus	Least Concern (LC)	MX		3083	https://amphibiaweb.org/species/3083	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	nivicolimae		Eleutherodactylus nivicolimae		Syrrhophus nivicolimae	Vulnerable (VU)	MX		3084	https://amphibiaweb.org/species/3084	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Pelorius	nortoni	Spiny Giant Frog, Norton's Robber Frog	Eleutherodactylus nortoni			Critically Endangered (CR)	DO,HT		3086	https://amphibiaweb.org/species/3086	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	notidodes						DO,HT		7129	https://amphibiaweb.org/species/7129	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	nubicola		Eleutherodactylus nubicola			Endangered (EN)	JM		3087	https://amphibiaweb.org/species/3087	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	olibrus						CU		7130	https://amphibiaweb.org/species/7130	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	orcutti		Eleutherodactylus orcutti			Critically Endangered (CR)	JM		3098	https://amphibiaweb.org/species/3098	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	orientalis	Ranita	Eleutherodactylus orientalis			Critically Endangered (CR)	CU		3100	https://amphibiaweb.org/species/3100	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	oxyrhyncus		Eleutherodactylus oxyrhyncus		Eleutherodactylus femurlevis, Eleutherodactylus oxyrhynchus	Critically Endangered (CR)	HT		3104	https://amphibiaweb.org/species/3104	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	pallidus		Eleutherodactylus pallidus			Data Deficient (DD)	MX		3105	https://amphibiaweb.org/species/3105	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	pantoni		Eleutherodactylus pantoni			Near Threatened (NT)	JM		3107	https://amphibiaweb.org/species/3107	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	parabates		Eleutherodactylus parabates			Critically Endangered (CR)	DO		3108	https://amphibiaweb.org/species/3108	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	paralius						DO,HT		7133	https://amphibiaweb.org/species/7133	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Pelorius	parapelates		Eleutherodactylus parapelates			Critically Endangered (CR)	HT		3110	https://amphibiaweb.org/species/3110	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	patriciae		Eleutherodactylus patriciae			Endangered (EN)	DO		3115	https://amphibiaweb.org/species/3115	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	paulsoni		Eleutherodactylus paulsoni			Critically Endangered (CR)	HT		3117	https://amphibiaweb.org/species/3117	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	pentasyringos		Eleutherodactylus pentasyringos			Vulnerable (VU)	JM		3120	https://amphibiaweb.org/species/3120	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	pezopetrus	Miranda Robber Frog	Eleutherodactylus pezopetrus			Critically Endangered (CR)	CU		3127	https://amphibiaweb.org/species/3127	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	pictissimus		Eleutherodactylus pictissimus			Vulnerable (VU)	DO,HT		3132	https://amphibiaweb.org/species/3132	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	pinarensis		Eleutherodactylus pinarensis			Endangered (EN)	CU		3133	https://amphibiaweb.org/species/3133	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	pinchoni	Pinchon's Piping Frog, Grand Cafe Robber Frog, Guadeloupe Forest Eleuth	Eleutherodactylus pinchoni			Endangered (EN)	GP		3134	https://amphibiaweb.org/species/3134	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	pipilans	Whistling Chirping Frog	Eleutherodactylus pipilans		Syrrhophus pipilans	Least Concern (LC)	GT,MX		3135	https://amphibiaweb.org/species/3135	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	pituinus		Eleutherodactylus pituinus			Endangered (EN)	DO		3136	https://amphibiaweb.org/species/3136	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	planirostris	Greenhouse Frog	Eleutherodactylus planirostris			Least Concern (LC)	BS,KY,CU,GU,HN,JM,MX,PA,TC,US	US,MX,JM,GU,HN,PA	3137	https://amphibiaweb.org/species/3137	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	poolei		Eleutherodactylus poolei			Critically Endangered (CR)	HT		3143	https://amphibiaweb.org/species/3143	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	portoricensis	Forest Coqui	Eleutherodactylus portoricensis			Endangered (EN)	PR		3144	https://amphibiaweb.org/species/3144	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	principalis	Ranita	Eleutherodactylus principalis			Endangered (EN)	CU		5766	https://amphibiaweb.org/species/5766	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	probolaeus		Eleutherodactylus probolaeus			Endangered (EN)	DO		3146	https://amphibiaweb.org/species/3146	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	rhodesi		Eleutherodactylus rhodesi			Critically Endangered (CR)	HT		3171	https://amphibiaweb.org/species/3171	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	richmondi		Eleutherodactylus richmondi			Critically Endangered (CR)	PR		3174	https://amphibiaweb.org/species/3174	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	ricordii	Ricord's Robber Frog	Eleutherodactylus ricordii			Vulnerable (VU)	CU		3175	https://amphibiaweb.org/species/3175	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	riparius		Eleutherodactylus riparius			Least Concern (LC)	CU		5449	https://amphibiaweb.org/species/5449	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	rivularis		Eleutherodactylus rivularis			Critically Endangered (CR)	CU		6156	https://amphibiaweb.org/species/6156	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	rogersi		Eleutherodactylus rogersi			Data Deficient (DD)			7132	https://amphibiaweb.org/species/7132	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	ronaldi	Ronald's Robber Frog	Eleutherodactylus ronaldi			Vulnerable (VU)	CU		3179	https://amphibiaweb.org/species/3179	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	rubrimaculatus		Eleutherodactylus rubrimaculatus		Syrrhophus rubrimaculatus	Vulnerable (VU)	GT,MX		3185	https://amphibiaweb.org/species/3185	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	rucillensis						DO		7127	https://amphibiaweb.org/species/7127	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	rufescens		Eleutherodactylus rufescens		Tomodactylus rufescens	Critically Endangered (CR)	MX		3186	https://amphibiaweb.org/species/3186	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	rufifemoralis		Eleutherodactylus rufifemoralis			Critically Endangered (CR)	DO		3187	https://amphibiaweb.org/species/3187	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Pelorius	ruthae		Eleutherodactylus ruthae			Endangered (EN)	DO,HT		3191	https://amphibiaweb.org/species/3191	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	saxatilis		Eleutherodactylus saxatilis		Tomodactylus saxatilis	Endangered (EN)	MX		3200	https://amphibiaweb.org/species/3200	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	schmidti		Eleutherodactylus schmidti			Critically Endangered (CR)	DO,HT		3201	https://amphibiaweb.org/species/3201	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	schwartzi		Eleutherodactylus schwartzi			Endangered (EN)	VG		3203	https://amphibiaweb.org/species/3203	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	sciagraphus		Eleutherodactylus sciagraphus			Critically Endangered (CR)	HT		3204	https://amphibiaweb.org/species/3204	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	semipalmatus		Eleutherodactylus semipalmatus			Critically Endangered (CR)	HT		3208	https://amphibiaweb.org/species/3208	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	simulans		Eleutherodactylus simulans			Endangered (EN)	CU		6159	https://amphibiaweb.org/species/6159	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	sisyphodemus		Eleutherodactylus sisyphodemus			Critically Endangered (CR)	JM		3216	https://amphibiaweb.org/species/3216	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	sommeri						DO,HT		7124	https://amphibiaweb.org/species/7124	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	staurometopon						CU		7131	https://amphibiaweb.org/species/7131	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	symingtoni		Eleutherodactylus symingtoni			Critically Endangered (CR)	CU		3232	https://amphibiaweb.org/species/3232	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	syristes		Eleutherodactylus syristes		Tomodactylus syristes	Endangered (EN)	MX		3233	https://amphibiaweb.org/species/3233	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	teretistes		Eleutherodactylus teretistes		Syrrhophus teretistes	Data Deficient (DD)	MX		3242	https://amphibiaweb.org/species/3242	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	tetajulia		Eleutherodactylus tetajulia			Critically Endangered (CR)	CU		5592	https://amphibiaweb.org/species/5592	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	thomasi		Eleutherodactylus thomasi			Endangered (EN)	CU		3245	https://amphibiaweb.org/species/3245	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	thorectes	Macaya breast-spot frog	Eleutherodactylus thorectes			Critically Endangered (CR)	HT		3246	https://amphibiaweb.org/species/3246	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	toa		Eleutherodactylus toa			Endangered (EN)	CU		3249	https://amphibiaweb.org/species/3249	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	tonyi		Eleutherodactylus tonyi			Critically Endangered (CR)	CU		5594	https://amphibiaweb.org/species/5594	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	turquinensis	Turquino Robber Frog	Eleutherodactylus turquinensis			Critically Endangered (CR)	CU		3255	https://amphibiaweb.org/species/3255	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Pelorius	tychathrous						DO,HT		7122	https://amphibiaweb.org/species/7122	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	unicolor	Coquí Duende	Eleutherodactylus unicolor			Vulnerable (VU)	PR		3257	https://amphibiaweb.org/species/3257	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	varians		Eleutherodactylus varians			Vulnerable (VU)	CU		3264	https://amphibiaweb.org/species/3264	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	varleyi	Varley's Robber Frog	Eleutherodactylus varleyi		Eleutherodactylus phyzelus, Euhyas varleyi	Least Concern (LC)	CU		3265	https://amphibiaweb.org/species/3265	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	ventrilineatus		Eleutherodactylus ventrilineatus		Leptodactylus ventrilineatus	Critically Endangered (CR)	HT		3267	https://amphibiaweb.org/species/3267	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	verrucipes		Eleutherodactylus verrucipes		Syrrhophus macrotympanum, Syrrhophus verrucipes, Tomodactylus macrotympanum	Vulnerable (VU)	MX		3270	https://amphibiaweb.org/species/3270	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	verruculatus		Eleutherodactylus verruculatus		Syrrhophus verruculatus	Data Deficient (DD)	MX		3271	https://amphibiaweb.org/species/3271	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	warreni		Eleutherodactylus warreni		Euhyas warreni	Critically Endangered (CR)	HT		3283	https://amphibiaweb.org/species/3283	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Euhyas	weinlandi		Eleutherodactylus weinlandi		Hylodes weinlandi, Euhyas weinlandi	Least Concern (LC)	DO,HT		3284	https://amphibiaweb.org/species/3284	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	wetmorei		Eleutherodactylus wetmorei			Vulnerable (VU)	DO,HT		3285	https://amphibiaweb.org/species/3285	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Eleutherodactylus	wightmanae	Melodious Coqui, Wrinkled Coqui, Wightman’s Robber Frog, Coqui Melodioso	Eleutherodactylus wightmanae			Endangered (EN)	PR		3287	https://amphibiaweb.org/species/3287	
Anura	Eleutherodactylidae	Eleutherodactylinae	Eleutherodactylus	Syrrhophus	wixarika						MX		8307	https://amphibiaweb.org/species/8307	
