order	family	subfamily	genus	subgenus	species	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Microhylidae	Asterophryinae	Austrochaperina		aquilonia		Austrochaperina aquilonia			Data Deficient (DD)	PG		6365	https://amphibiaweb.org/species/6365	
Anura	Microhylidae	Asterophryinae	Austrochaperina		archboldi		Austrochaperina archboldi			Data Deficient (DD)	PG		6366	https://amphibiaweb.org/species/6366	
Anura	Microhylidae	Asterophryinae	Austrochaperina		basipalmata		Austrochaperina basipalmata			Least Concern (LC)	PG		6367	https://amphibiaweb.org/species/6367	
Anura	Microhylidae	Asterophryinae	Austrochaperina		blumi		Austrochaperina blumi			Least Concern (LC)	ID,PG		6368	https://amphibiaweb.org/species/6368	
Anura	Microhylidae	Asterophryinae	Austrochaperina		brevipes		Austrochaperina brevipes			Data Deficient (DD)	PG		2308	https://amphibiaweb.org/species/2308	
Anura	Microhylidae	Asterophryinae	Austrochaperina		derongo		Austrochaperina derongo			Least Concern (LC)	ID,PG		6369	https://amphibiaweb.org/species/6369	
Anura	Microhylidae	Asterophryinae	Austrochaperina		fryi	Fry's Frog	Austrochaperina fryi			Least Concern (LC)	AU		2312	https://amphibiaweb.org/species/2312	
Anura	Microhylidae	Asterophryinae	Austrochaperina		gracilipes	Slender Frog	Austrochaperina gracilipes			Least Concern (LC)	PG,AU		2313	https://amphibiaweb.org/species/2313	
Anura	Microhylidae	Asterophryinae	Austrochaperina		guttata		Austrochaperina guttata			Least Concern (LC)	PG		6370	https://amphibiaweb.org/species/6370	
Anura	Microhylidae	Asterophryinae	Austrochaperina		hooglandi		Austrochaperina hooglandi			Least Concern (LC)	PG		2314	https://amphibiaweb.org/species/2314	
Anura	Microhylidae	Asterophryinae	Austrochaperina		kosarek		Austrochaperina kosarek			Data Deficient (DD)	ID,PG		6371	https://amphibiaweb.org/species/6371	
Anura	Microhylidae	Asterophryinae	Austrochaperina		laurae	Laura's Land Frog; Lauras Landfrosch					PG		8183	https://amphibiaweb.org/species/8183	
Anura	Microhylidae	Asterophryinae	Austrochaperina		macrorhyncha		Austrochaperina macrorhyncha			Least Concern (LC)	PG		6372	https://amphibiaweb.org/species/6372	
Anura	Microhylidae	Asterophryinae	Austrochaperina		mehelyi		Austrochaperina mehelyi			Data Deficient (DD)	PG		2316	https://amphibiaweb.org/species/2316	
Anura	Microhylidae	Asterophryinae	Austrochaperina		minutissima	Pygmy Land Frog					ID		7690	https://amphibiaweb.org/species/7690	
Anura	Microhylidae	Asterophryinae	Austrochaperina		novaebritanniae		Austrochaperina novaebritanniae			Vulnerable (VU)	PG		6402	https://amphibiaweb.org/species/6402	
Anura	Microhylidae	Asterophryinae	Austrochaperina		palmipes		Austrochaperina palmipes			Least Concern (LC)	PG		2317	https://amphibiaweb.org/species/2317	
Anura	Microhylidae	Asterophryinae	Austrochaperina		parkeri		Austrochaperina parkeri			Data Deficient (DD)	PG		6373	https://amphibiaweb.org/species/6373	
Anura	Microhylidae	Asterophryinae	Austrochaperina		pluvialis	Rain Frog	Austrochaperina pluvialis			Least Concern (LC)	AU		2318	https://amphibiaweb.org/species/2318	
Anura	Microhylidae	Asterophryinae	Austrochaperina		polysticta		Austrochaperina polysticta			Data Deficient (DD)	PG		2319	https://amphibiaweb.org/species/2319	
Anura	Microhylidae	Asterophryinae	Austrochaperina		rivularis		Austrochaperina rivularis			Least Concern (LC)	PG		6374	https://amphibiaweb.org/species/6374	
Anura	Microhylidae	Asterophryinae	Austrochaperina		robusta	Robust Frog	Austrochaperina robusta			Least Concern (LC)	AU		2322	https://amphibiaweb.org/species/2322	
Anura	Microhylidae	Asterophryinae	Austrochaperina		septentrionalis		Austrochaperina septentrionalis			Data Deficient (DD)	PG		6220	https://amphibiaweb.org/species/6220	
Anura	Microhylidae	Asterophryinae	Austrochaperina		yelaensis		Austrochaperina yelaensis			Data Deficient (DD)	PG		6375	https://amphibiaweb.org/species/6375	
Anura	Microhylidae	Asterophryinae	Barygenys		apodasta						PG		8064	https://amphibiaweb.org/species/8064	
Anura	Microhylidae	Asterophryinae	Barygenys		atra		Barygenys atra			Least Concern (LC)	PG		2397	https://amphibiaweb.org/species/2397	
Anura	Microhylidae	Asterophryinae	Barygenys		cheesmanae		Barygenys cheesmanae			Data Deficient (DD)	PG		2398	https://amphibiaweb.org/species/2398	
Anura	Microhylidae	Asterophryinae	Barygenys		exsul		Barygenys exsul			Least Concern (LC)	PG		2399	https://amphibiaweb.org/species/2399	
Anura	Microhylidae	Asterophryinae	Barygenys		flavigularis		Barygenys flavigularis			Data Deficient (DD)	PG		2400	https://amphibiaweb.org/species/2400	
Anura	Microhylidae	Asterophryinae	Barygenys		maculata		Barygenys maculata			Data Deficient (DD)	PG		2401	https://amphibiaweb.org/species/2401	
Anura	Microhylidae	Asterophryinae	Barygenys		nana		Barygenys nana			Least Concern (LC)	PG		2402	https://amphibiaweb.org/species/2402	
Anura	Microhylidae	Asterophryinae	Barygenys		parvula		Barygenys parvula			Data Deficient (DD)	PG		2403	https://amphibiaweb.org/species/2403	
Anura	Microhylidae	Asterophryinae	Barygenys		resima						PG		8063	https://amphibiaweb.org/species/8063	
Anura	Microhylidae	Asterophryinae	Callulops		boettgeri		Callulops boettgeri			Data Deficient (DD)	ID		2405	https://amphibiaweb.org/species/2405	
Anura	Microhylidae	Asterophryinae	Callulops		comptus		Callulops comptus			Least Concern (LC)	PG		5635	https://amphibiaweb.org/species/5635	
Anura	Microhylidae	Asterophryinae	Callulops		doriae		Callulops doriae			Least Concern (LC)	PG		2406	https://amphibiaweb.org/species/2406	
Anura	Microhylidae	Asterophryinae	Callulops		dubius		Callulops dubius			Data Deficient (DD)	ID		2407	https://amphibiaweb.org/species/2407	
Anura	Microhylidae	Asterophryinae	Callulops		eremnosphax						PG		7428	https://amphibiaweb.org/species/7428	
Anura	Microhylidae	Asterophryinae	Callulops		fojaensis						ID		7768	https://amphibiaweb.org/species/7768	
Anura	Microhylidae	Asterophryinae	Callulops		fuscus		Callulops fuscus			Data Deficient (DD)	ID		2409	https://amphibiaweb.org/species/2409	
Anura	Microhylidae	Asterophryinae	Callulops		glandulosus		Callulops glandulosus			Data Deficient (DD)	PG		2410	https://amphibiaweb.org/species/2410	
Anura	Microhylidae	Asterophryinae	Callulops		humicola		Callulops humicola			Least Concern (LC)	PG		2411	https://amphibiaweb.org/species/2411	
Anura	Microhylidae	Asterophryinae	Callulops		kopsteini		Callulops kopsteini			Endangered (EN)	ID		2412	https://amphibiaweb.org/species/2412	
Anura	Microhylidae	Asterophryinae	Callulops		marmoratus		Callulops marmoratus			Data Deficient (DD)	PG		6376	https://amphibiaweb.org/species/6376	
Anura	Microhylidae	Asterophryinae	Callulops		mediodiscus						PG		7769	https://amphibiaweb.org/species/7769	
Anura	Microhylidae	Asterophryinae	Callulops		microtis						PG		7838	https://amphibiaweb.org/species/7838	
Anura	Microhylidae	Asterophryinae	Callulops		omnistriatus						PG		7427	https://amphibiaweb.org/species/7427	
Anura	Microhylidae	Asterophryinae	Callulops		personatus		Callulops personatus			Least Concern (LC)	PG		2413	https://amphibiaweb.org/species/2413	
Anura	Microhylidae	Asterophryinae	Callulops		robustus		Callulops robustus			Least Concern (LC)	PG,ID		2414	https://amphibiaweb.org/species/2414	
Anura	Microhylidae	Asterophryinae	Callulops		sagittatus		Callulops sagittatus			Data Deficient (DD)	PG		5636	https://amphibiaweb.org/species/5636	
Anura	Microhylidae	Asterophryinae	Callulops		stictogaster		Callulops stictogaster			Least Concern (LC)	PG		2416	https://amphibiaweb.org/species/2416	
Anura	Microhylidae	Asterophryinae	Callulops		valvifer						ID		8006	https://amphibiaweb.org/species/8006	
Anura	Microhylidae	Asterophryinae	Callulops		wilhelmanus		Callulops wilhelmanus			Least Concern (LC)	PG		2417	https://amphibiaweb.org/species/2417	
Anura	Microhylidae	Asterophryinae	Choerophryne		allisoni		Choerophryne allisoni			Data Deficient (DD)	PG		6377	https://amphibiaweb.org/species/6377	
Anura	Microhylidae	Asterophryinae	Choerophryne		alpestris						PG		7778	https://amphibiaweb.org/species/7778	
Anura	Microhylidae	Asterophryinae	Choerophryne		amomani						ID		7214	https://amphibiaweb.org/species/7214	
Anura	Microhylidae	Asterophryinae	Choerophryne		arndtorum						ID		7212	https://amphibiaweb.org/species/7212	
Anura	Microhylidae	Asterophryinae	Choerophryne		brevicrus						PG		7780	https://amphibiaweb.org/species/7780	
Anura	Microhylidae	Asterophryinae	Choerophryne		brunhildae		Albericus brunhildae			Least Concern (LC)	PG		5406	https://amphibiaweb.org/species/5406	
Anura	Microhylidae	Asterophryinae	Choerophryne		bryonopsis						PG		8070	https://amphibiaweb.org/species/8070	
Anura	Microhylidae	Asterophryinae	Choerophryne		burtoni		Choerophryne burtoni			Data Deficient (DD)	PG		6982	https://amphibiaweb.org/species/6982	
Anura	Microhylidae	Asterophryinae	Choerophryne		darlingtoni		Albericus darlingtoni			Least Concern (LC)	PG		2234	https://amphibiaweb.org/species/2234	
Anura	Microhylidae	Asterophryinae	Choerophryne		epirrhina						PG		8408	https://amphibiaweb.org/species/8408	
Anura	Microhylidae	Asterophryinae	Choerophryne		exclamitans		Albericus exclamitans			Data Deficient (DD)	PG		6442	https://amphibiaweb.org/species/6442	
Anura	Microhylidae	Asterophryinae	Choerophryne		fafniri		Albericus fafniri			Data Deficient (DD)	PG		5407	https://amphibiaweb.org/species/5407	
Anura	Microhylidae	Asterophryinae	Choerophryne		gracilirostris						PG		8117	https://amphibiaweb.org/species/8117	
Anura	Microhylidae	Asterophryinae	Choerophryne		grylloides						PG		8409	https://amphibiaweb.org/species/8409	
Anura	Microhylidae	Asterophryinae	Choerophryne		gudrunae		Albericus gudrunae			Data Deficient (DD)			5408	https://amphibiaweb.org/species/5408	
Anura	Microhylidae	Asterophryinae	Choerophryne		gunnari		Albericus gunnari			Data Deficient (DD)	PG		5409	https://amphibiaweb.org/species/5409	
Anura	Microhylidae	Asterophryinae	Choerophryne		laurini		Albericus laurini			Data Deficient (DD)			5337	https://amphibiaweb.org/species/5337	
Anura	Microhylidae	Asterophryinae	Choerophryne		longirostris		Choerophryne longirostris			Data Deficient (DD)	PG		5833	https://amphibiaweb.org/species/5833	
Anura	Microhylidae	Asterophryinae	Choerophryne		microps						ID		7211	https://amphibiaweb.org/species/7211	
Anura	Microhylidae	Asterophryinae	Choerophryne		murrita						PG		7424	https://amphibiaweb.org/species/7424	
Anura	Microhylidae	Asterophryinae	Choerophryne		nigrescens						ID		7213	https://amphibiaweb.org/species/7213	
Anura	Microhylidae	Asterophryinae	Choerophryne		pandanicola			Albericus pandanicolus			PG		7779	https://amphibiaweb.org/species/7779	
Anura	Microhylidae	Asterophryinae	Choerophryne		proboscidea		Choerophryne proboscidea			Least Concern (LC)	ID,PG		6378	https://amphibiaweb.org/species/6378	
Anura	Microhylidae	Asterophryinae	Choerophryne		rhenaurum		Albericus rhenaurum		Albericus rheaurum	Data Deficient (DD)	PG		5410	https://amphibiaweb.org/species/5410	
Anura	Microhylidae	Asterophryinae	Choerophryne		rostellifer		Choerophryne rostellifer			Least Concern (LC)	PG,ID		2242	https://amphibiaweb.org/species/2242	
Anura	Microhylidae	Asterophryinae	Choerophryne		sanguinopicta		Albericus sanguinopictus			Data Deficient (DD)	PG		6567	https://amphibiaweb.org/species/6567	
Anura	Microhylidae	Asterophryinae	Choerophryne		siegfriedi		Albericus siegfriedi			Critically Endangered (CR)	PG		5411	https://amphibiaweb.org/species/5411	
Anura	Microhylidae	Asterophryinae	Choerophryne		swanhildae		Albericus swanhildae			Least Concern (LC)	PG		5412	https://amphibiaweb.org/species/5412	
Anura	Microhylidae	Asterophryinae	Choerophryne		tubercula		Albericus tuberculus			Least Concern (LC)	PG		2235	https://amphibiaweb.org/species/2235	
Anura	Microhylidae	Asterophryinae	Choerophryne		valkuriarum		Albericus valkuriarum			Least Concern (LC)	PG		5413	https://amphibiaweb.org/species/5413	
Anura	Microhylidae	Asterophryinae	Choerophryne		variegata		Albericus variegatus			Data Deficient (DD)	PG,ID		2236	https://amphibiaweb.org/species/2236	
Anura	Microhylidae	Asterophryinae	Cophixalus		aenigma	Tapping Nursery-frog	Cophixalus aenigma			Vulnerable (VU)	AU		6379	https://amphibiaweb.org/species/6379	
Anura	Microhylidae	Asterophryinae	Cophixalus		albolineatus						PG		7939	https://amphibiaweb.org/species/7939	
Anura	Microhylidae	Asterophryinae	Cophixalus		amabilis						PG		7941	https://amphibiaweb.org/species/7941	
Anura	Microhylidae	Asterophryinae	Cophixalus		ateles		Cophixalus ateles	Cophixalus aimbensis		Data Deficient (DD)	PG		2244	https://amphibiaweb.org/species/2244	
Anura	Microhylidae	Asterophryinae	Cophixalus		australis	Southern Ornate Nursery-frog					AU		7811	https://amphibiaweb.org/species/7811	
Anura	Microhylidae	Asterophryinae	Cophixalus		balbus		Cophixalus balbus			Data Deficient (DD)	ID		6201	https://amphibiaweb.org/species/6201	
Anura	Microhylidae	Asterophryinae	Cophixalus		bewaniensis		Cophixalus bewaniensis			Data Deficient (DD)	PG		6380	https://amphibiaweb.org/species/6380	
Anura	Microhylidae	Asterophryinae	Cophixalus		biroi		Cophixalus biroi			Least Concern (LC)	PG		2245	https://amphibiaweb.org/species/2245	
Anura	Microhylidae	Asterophryinae	Cophixalus		bombiens	Buzzing Frog	Cophixalus bombiens			Near Threatened (NT)	AU		2246	https://amphibiaweb.org/species/2246	
Anura	Microhylidae	Asterophryinae	Cophixalus		caverniphilus						PG		7425	https://amphibiaweb.org/species/7425	
Anura	Microhylidae	Asterophryinae	Cophixalus		cheesmanae		Cophixalus cheesmanae			Least Concern (LC)	PG		2247	https://amphibiaweb.org/species/2247	
Anura	Microhylidae	Asterophryinae	Cophixalus		clapporum						PG		7940	https://amphibiaweb.org/species/7940	
Anura	Microhylidae	Asterophryinae	Cophixalus		concinnus	Elegant Frog	Cophixalus concinnus			Critically Endangered (CR)	AU		2248	https://amphibiaweb.org/species/2248	
Anura	Microhylidae	Asterophryinae	Cophixalus		crepitans	Rattling Frog	Cophixalus crepitans			Near Threatened (NT)	AU		2249	https://amphibiaweb.org/species/2249	
Anura	Microhylidae	Asterophryinae	Cophixalus		cryptotympanum		Cophixalus cryptotympanum			Data Deficient (DD)	PG		2250	https://amphibiaweb.org/species/2250	
Anura	Microhylidae	Asterophryinae	Cophixalus		cupricarenus						PG		7338	https://amphibiaweb.org/species/7338	
Anura	Microhylidae	Asterophryinae	Cophixalus		daymani		Cophixalus daymani			Data Deficient (DD)	PG		2251	https://amphibiaweb.org/species/2251	
Anura	Microhylidae	Asterophryinae	Cophixalus		desticans						PG		7341	https://amphibiaweb.org/species/7341	
Anura	Microhylidae	Asterophryinae	Cophixalus		exiguus	Scanty Frog	Cophixalus exiguus			Near Threatened (NT)	AU		2252	https://amphibiaweb.org/species/2252	
Anura	Microhylidae	Asterophryinae	Cophixalus		hinchinbrookensis	Hinchinbrook Island Nursery-frog					AU		7812	https://amphibiaweb.org/species/7812	
Anura	Microhylidae	Asterophryinae	Cophixalus		hosmeri	Hosmer's Frog	Cophixalus hosmeri			Least Concern (LC)	AU		2253	https://amphibiaweb.org/species/2253	
Anura	Microhylidae	Asterophryinae	Cophixalus		humicola		Cophixalus humicola			Least Concern (LC)	ID		6847	https://amphibiaweb.org/species/6847	
Anura	Microhylidae	Asterophryinae	Cophixalus		infacetus	Inelegant Frog	Cophixalus infacetus			Least Concern (LC)	AU		2254	https://amphibiaweb.org/species/2254	
Anura	Microhylidae	Asterophryinae	Cophixalus		interruptus						PG		7343	https://amphibiaweb.org/species/7343	
Anura	Microhylidae	Asterophryinae	Cophixalus		iovaorum						PG		7340	https://amphibiaweb.org/species/7340	
Anura	Microhylidae	Asterophryinae	Cophixalus		kaindiensis		Cophixalus kaindiensis			Data Deficient (DD)	PG		2255	https://amphibiaweb.org/species/2255	
Anura	Microhylidae	Asterophryinae	Cophixalus		kethuk						PG		7339	https://amphibiaweb.org/species/7339	
Anura	Microhylidae	Asterophryinae	Cophixalus		kulakula	Kutini Boulder-frog					AU		7723	https://amphibiaweb.org/species/7723	
Anura	Microhylidae	Asterophryinae	Cophixalus		linnaeus						PG		7344	https://amphibiaweb.org/species/7344	
Anura	Microhylidae	Asterophryinae	Cophixalus		mcdonaldi	McDonald's Frog	Cophixalus mcdonaldi			Endangered (EN)	AU		2256	https://amphibiaweb.org/species/2256	
Anura	Microhylidae	Asterophryinae	Cophixalus		melanops						PG		7342	https://amphibiaweb.org/species/7342	
Anura	Microhylidae	Asterophryinae	Cophixalus		misimae		Cophixalus misimae			Data Deficient (DD)	PG		6902	https://amphibiaweb.org/species/6902	
Anura	Microhylidae	Asterophryinae	Cophixalus		monosyllabus						ID		7610	https://amphibiaweb.org/species/7610	
Anura	Microhylidae	Asterophryinae	Cophixalus		montanus		Cophixalus montanus			Data Deficient (DD)	ID		2257	https://amphibiaweb.org/species/2257	
Anura	Microhylidae	Asterophryinae	Cophixalus		monticola		Cophixalus monticola			Endangered (EN)	AU		2258	https://amphibiaweb.org/species/2258	
Anura	Microhylidae	Asterophryinae	Cophixalus		neglectus	Neglected Frog	Cophixalus neglectus			Endangered (EN)	AU		2259	https://amphibiaweb.org/species/2259	
Anura	Microhylidae	Asterophryinae	Cophixalus		nexipus						PG		7938	https://amphibiaweb.org/species/7938	
Anura	Microhylidae	Asterophryinae	Cophixalus		nubicola		Cophixalus nubicola			Vulnerable (VU)	PG		2260	https://amphibiaweb.org/species/2260	
Anura	Microhylidae	Asterophryinae	Cophixalus		ornatus	Ornate Frog	Cophixalus ornatus			Least Concern (LC)	AU		2261	https://amphibiaweb.org/species/2261	
Anura	Microhylidae	Asterophryinae	Cophixalus		pakayakulangun	Golden-capped Boulder-frog					AU		7724	https://amphibiaweb.org/species/7724	
Anura	Microhylidae	Asterophryinae	Cophixalus		parkeri		Cophixalus parkeri			Least Concern (LC)	PG		2262	https://amphibiaweb.org/species/2262	
Anura	Microhylidae	Asterophryinae	Cophixalus		peninsularis	Cape York Frog	Cophixalus peninsularis			Data Deficient (DD)	AU		2263	https://amphibiaweb.org/species/2263	
Anura	Microhylidae	Asterophryinae	Cophixalus		petrophilus	Blotched Boulder-frog					AU		8076	https://amphibiaweb.org/species/8076	
Anura	Microhylidae	Asterophryinae	Cophixalus		phaeobalius						PG		7345	https://amphibiaweb.org/species/7345	
Anura	Microhylidae	Asterophryinae	Cophixalus		pictus						ID		7937	https://amphibiaweb.org/species/7937	
Anura	Microhylidae	Asterophryinae	Cophixalus		pipilans		Cophixalus pipilans			Least Concern (LC)	PG		2264	https://amphibiaweb.org/species/2264	
Anura	Microhylidae	Asterophryinae	Cophixalus		pulchellus		Cophixalus pulchellus			Data Deficient (DD)	PG		6570	https://amphibiaweb.org/species/6570	
Anura	Microhylidae	Asterophryinae	Cophixalus		rajampatensis						ID		8435	https://amphibiaweb.org/species/8435	
Anura	Microhylidae	Asterophryinae	Cophixalus		riparius		Cophixalus riparius			Least Concern (LC)	PG		2265	https://amphibiaweb.org/species/2265	
Anura	Microhylidae	Asterophryinae	Cophixalus		salawatiensis						ID		8436	https://amphibiaweb.org/species/8436	
Anura	Microhylidae	Asterophryinae	Cophixalus		saxatilis	Black Mountain Boulder Frog, Rock Frog	Cophixalus saxatilis			Vulnerable (VU)	AU		2266	https://amphibiaweb.org/species/2266	
Anura	Microhylidae	Asterophryinae	Cophixalus		shellyi		Cophixalus shellyi			Least Concern (LC)	PG		2267	https://amphibiaweb.org/species/2267	
Anura	Microhylidae	Asterophryinae	Cophixalus		sphagnicola		Cophixalus sphagnicola			Least Concern (LC)	PG		2268	https://amphibiaweb.org/species/2268	
Anura	Microhylidae	Asterophryinae	Cophixalus		tagulensis		Cophixalus tagulensis			Data Deficient (DD)	PG		2269	https://amphibiaweb.org/species/2269	
Anura	Microhylidae	Asterophryinae	Cophixalus		tenuidactylus						PG		7781	https://amphibiaweb.org/species/7781	
Anura	Microhylidae	Asterophryinae	Cophixalus		tetzlaffi		Cophixalus tetzlaffi			Data Deficient (DD)	ID		6202	https://amphibiaweb.org/species/6202	
Anura	Microhylidae	Asterophryinae	Cophixalus		timidus		Cophixalus timidus			Data Deficient (DD)	PG		6746	https://amphibiaweb.org/species/6746	
Anura	Microhylidae	Asterophryinae	Cophixalus		tomaiodactylus						PG		7346	https://amphibiaweb.org/species/7346	
Anura	Microhylidae	Asterophryinae	Cophixalus		tridactylus		Cophixalus tridactylus			Data Deficient (DD)	ID,PG		6848	https://amphibiaweb.org/species/6848	
Anura	Microhylidae	Asterophryinae	Cophixalus		variabilis		Cophixalus variabilis			Least Concern (LC)	PG		6747	https://amphibiaweb.org/species/6747	
Anura	Microhylidae	Asterophryinae	Cophixalus		verecundus		Cophixalus verecundus			Data Deficient (DD)	PG		2270	https://amphibiaweb.org/species/2270	
Anura	Microhylidae	Asterophryinae	Cophixalus		verrucosus		Cophixalus verrucosus	Cophixalus sisyphus		Least Concern (LC)	PG		2271	https://amphibiaweb.org/species/2271	
Anura	Microhylidae	Asterophryinae	Cophixalus		viridis	Green Rainforest Frog; Gruener Regenwaldfrosch					PG		8184	https://amphibiaweb.org/species/8184	
Anura	Microhylidae	Asterophryinae	Cophixalus		wempi						PG		7600	https://amphibiaweb.org/species/7600	
Anura	Microhylidae	Asterophryinae	Cophixalus		zweifeli	Black Mountain Boulder Frog	Cophixalus zweifeli			Data Deficient (DD)	PG,AU		5426	https://amphibiaweb.org/species/5426	
Anura	Microhylidae	Asterophryinae	Copiula		annanoreenae	Anna Noreen's Mehely Frog; Anna Noreens Mehelyfrosch					PG		8185	https://amphibiaweb.org/species/8185	
Anura	Microhylidae	Asterophryinae	Copiula		exspectata		Copiula exspectata			Data Deficient (DD)	ID		6381	https://amphibiaweb.org/species/6381	
Anura	Microhylidae	Asterophryinae	Copiula		fistulans		Copiula fistulans			Least Concern (LC)	PG		2273	https://amphibiaweb.org/species/2273	
Anura	Microhylidae	Asterophryinae	Copiula		lennarti	Lennart's Mehely Frog; Lennarts Mehelyfrosch					PG		8186	https://amphibiaweb.org/species/8186	
Anura	Microhylidae	Asterophryinae	Copiula		major		Copiula major			Data Deficient (DD)	ID		6182	https://amphibiaweb.org/species/6182	
Anura	Microhylidae	Asterophryinae	Copiula		minor		Copiula minor			Vulnerable (VU)	PG		2274	https://amphibiaweb.org/species/2274	
Anura	Microhylidae	Asterophryinae	Copiula		obsti		Copiula obsti			Data Deficient (DD)			6183	https://amphibiaweb.org/species/6183	
Anura	Microhylidae	Asterophryinae	Copiula		oxyrhina		Copiula oxyrhina			Least Concern (LC)	PG		2275	https://amphibiaweb.org/species/2275	
Anura	Microhylidae	Asterophryinae	Copiula		pipiens		Copiula pipiens			Data Deficient (DD)	PG		2276	https://amphibiaweb.org/species/2276	
Anura	Microhylidae	Asterophryinae	Copiula		tyleri		Copiula tyleri			Least Concern (LC)	PG		2277	https://amphibiaweb.org/species/2277	
Anura	Microhylidae	Asterophryinae	Genyophryne		thomsoni	Thomson's toothless frog	Genyophryne thomsoni			Least Concern (LC)	PG		2279	https://amphibiaweb.org/species/2279	
Anura	Microhylidae	Asterophryinae	Hylophorbus		atrifasciatus						PG		8048	https://amphibiaweb.org/species/8048	
Anura	Microhylidae	Asterophryinae	Hylophorbus		infulata		Mantophryne infulata			Data Deficient (DD)	PG		2421	https://amphibiaweb.org/species/2421	
Anura	Microhylidae	Asterophryinae	Hylophorbus		nigrinus		Hylophorbus nigrinus			Data Deficient (DD)	ID		5952	https://amphibiaweb.org/species/5952	
Anura	Microhylidae	Asterophryinae	Hylophorbus		picoides		Hylophorbus picoides			Data Deficient (DD)	ID		5949	https://amphibiaweb.org/species/5949	
Anura	Microhylidae	Asterophryinae	Hylophorbus		proekes						PG		7429	https://amphibiaweb.org/species/7429	
Anura	Microhylidae	Asterophryinae	Hylophorbus		rainerguentheri		Hylophorbus rainerguentheri			Data Deficient (DD)	PG		6922	https://amphibiaweb.org/species/6922	
Anura	Microhylidae	Asterophryinae	Hylophorbus		richardsi		Hylophorbus richardsi			Data Deficient (DD)	PG		5951	https://amphibiaweb.org/species/5951	
Anura	Microhylidae	Asterophryinae	Hylophorbus		rufescens		Hylophorbus rufescens			Least Concern (LC)	PG,ID		2419	https://amphibiaweb.org/species/2419	
Anura	Microhylidae	Asterophryinae	Hylophorbus		sextus		Hylophorbus sextus			Data Deficient (DD)	ID		5953	https://amphibiaweb.org/species/5953	
Anura	Microhylidae	Asterophryinae	Hylophorbus		sigridae	Sigrid's Mawatta Frog; Sigrids Mawattafrosch					PG		8187	https://amphibiaweb.org/species/8187	
Anura	Microhylidae	Asterophryinae	Hylophorbus		tetraphonus		Hylophorbus tetraphonus			Data Deficient (DD)	ID		5950	https://amphibiaweb.org/species/5950	
Anura	Microhylidae	Asterophryinae	Hylophorbus		wondiwoi		Hylophorbus wondiwoi			Data Deficient (DD)	ID		5948	https://amphibiaweb.org/species/5948	
Anura	Microhylidae	Asterophryinae	Liophryne		allisoni		Liophryne allisoni			Data Deficient (DD)	PG		6572	https://amphibiaweb.org/species/6572	
Anura	Microhylidae	Asterophryinae	Liophryne		dentata		Liophryne dentata			Least Concern (LC)	PG		2311	https://amphibiaweb.org/species/2311	
Anura	Microhylidae	Asterophryinae	Liophryne		magnitympanum						PG		7430	https://amphibiaweb.org/species/7430	
Anura	Microhylidae	Asterophryinae	Liophryne		miniafia						PG		8205	https://amphibiaweb.org/species/8205	
Anura	Microhylidae	Asterophryinae	Liophryne		rhododactyla		Liophryne rhododactyla			Data Deficient (DD)	PG		2321	https://amphibiaweb.org/species/2321	
Anura	Microhylidae	Asterophryinae	Liophryne		rubra		Liophryne rubra			Data Deficient (DD)	PG		6383	https://amphibiaweb.org/species/6383	
Anura	Microhylidae	Asterophryinae	Liophryne		schlaginhaufeni		Liophryne schlaginhaufeni			Least Concern (LC)	PG,ID		2323	https://amphibiaweb.org/species/2323	
Anura	Microhylidae	Asterophryinae	Liophryne		similis		Liophryne similis			Data Deficient (DD)	PG		6384	https://amphibiaweb.org/species/6384	
Anura	Microhylidae	Asterophryinae	Mantophryne		axanthogaster						PG		7431	https://amphibiaweb.org/species/7431	
Anura	Microhylidae	Asterophryinae	Mantophryne		insignis						PG		8482	https://amphibiaweb.org/species/8482	
Anura	Microhylidae	Asterophryinae	Mantophryne		lateralis		Mantophryne lateralis			Least Concern (LC)	PG,ID		2422	https://amphibiaweb.org/species/2422	
Anura	Microhylidae	Asterophryinae	Mantophryne		louisiadensis		Mantophryne louisiadensis			Data Deficient (DD)	PG		2423	https://amphibiaweb.org/species/2423	
Anura	Microhylidae	Asterophryinae	Mantophryne		menziesi		Pherohapsis menziesi			Data Deficient (DD)	PG		2425	https://amphibiaweb.org/species/2425	
Anura	Microhylidae	Asterophryinae	Metamagnusia		marani						ID		7379	https://amphibiaweb.org/species/7379	
Anura	Microhylidae	Asterophryinae	Metamagnusia		slateri		Callulops slateri			Least Concern (LC)	PG		2415	https://amphibiaweb.org/species/2415	
Anura	Microhylidae	Asterophryinae	Oninia		senglaubi						PG		7576	https://amphibiaweb.org/species/7576	
Anura	Microhylidae	Asterophryinae	Oreophryne		albomaculata	Speckled Cross Frof; Weissfleckenbergkroete					PG		8188	https://amphibiaweb.org/species/8188	
Anura	Microhylidae	Asterophryinae	Oreophryne		albopunctata		Oreophryne albopunctata			Data Deficient (DD)	ID		2281	https://amphibiaweb.org/species/2281	
Anura	Microhylidae	Asterophryinae	Oreophryne		alticola		Oreophryne alticola			Data Deficient (DD)	ID		6690	https://amphibiaweb.org/species/6690	
Anura	Microhylidae	Asterophryinae	Oreophryne		ampelos						PG		7964	https://amphibiaweb.org/species/7964	
